,MONTH,DATE,SYMBOL,IND_CODE,BUY_PRICE,BACK_LOW,BACK_VWAP,CUM_RETURN (%),REALIZED_PCT (%),ACTION
62,2015-01,2015-01-07,601166.SH,4010,55.28382164,58.39525888,60.55238275,5.628115328678281,9.530023348074748,KEEP
63,2015-01,2015-01-08,601166.SH,4010,55.28382164,57.83069115,66.01303983,4.606898427870697,19.407519002335015,KEEP
64,2015-01,2015-01-09,601166.SH,4010,55.28382164,60.25338239,65.70203421,8.989177308256723,18.84495727853592,KEEP
65,2015-01,2015-01-12,601166.SH,4010,55.28382164,63.88720835,65.26226856,15.562214142907798,18.04948830234305,KEEP
66,2015-01,2015-01-13,601166.SH,4010,55.28382164,53.56793741,57.5346488,-3.103772820145435,4.07140297690896,KEEP
67,2015-01,2015-01-14,601166.SH,4010,55.28382164,47.26753293,64.4905139,-14.500243420581294,16.653501850781236,STOPSELL
68,2015-01,2015-01-15,601166.SH,4010,55.28382164,47.42066751,50.93767899,-14.22324632548684,-7.86150906552993,X
69,2015-01,2015-01-16,601166.SH,4010,55.28382164,52.70458822,68.75069904,-4.665439804063447,24.359526893228,X
70,2015-01,2015-01-19,601166.SH,4010,55.28382164,59.82651312,59.99233772,8.217035916187799,8.516987321645665,X
71,2015-01,2015-01-20,601166.SH,4010,55.28382164,59.13069346,61.8827946,6.958404296016761,11.936535435215614,X
72,2015-01,2015-01-21,601166.SH,4010,55.28382164,54.71104403,63.67690243,-1.0360673213401295,15.181802815034187,X
73,2015-01,2015-01-22,601166.SH,4010,55.28382164,58.937864600000005,69.38435659,6.6096063036209545,25.505716739013767,X
74,2015-01,2015-01-23,601166.SH,4010,55.28382164,50.94021908,69.18171290000001,-7.856914430201465,25.139165216364752,X
75,2015-01,2015-01-26,601166.SH,4010,55.28382164,48.21821391,62.57756292,-12.780606550701542,13.193265341704766,X
76,2015-01,2015-01-27,601166.SH,4010,55.28382164,55.97687354,60.19193012,1.2536251645428043,8.878019526147945,X
77,2015-01,2015-01-28,601166.SH,4010,55.28382164,58.5733231,64.45995817,5.950206339606452,16.59823119637717,X
78,2015-01,2015-01-29,601166.SH,4010,55.28382164,57.42264010000001,66.28113716,3.868796325130482,19.892466175028346,X
79,2015-01,2015-01-30,601166.SH,4010,55.28382164,53.35225327,62.06341098,-3.49391252757106,12.263242914261022,X
80,2015-01,2015-01-05,600000.SH,4010,123.80015390000001,119.0459598,123.80015390000001,-3.840216631588538,0.0,KEEP
81,2015-01,2015-01-06,600000.SH,4010,123.80015390000001,108.93958429999999,130.2597928,-12.003676192522098,5.21779553296662,STOPSELL
82,2015-01,2015-01-07,600000.SH,4010,123.80015390000001,112.13295169999999,132.3311502,-9.424222694766794,6.890941595186486,X
83,2015-01,2015-01-08,600000.SH,4010,123.80015390000001,119.48708590000001,127.2703892,-3.4838955074998506,2.8030944959915627,X
84,2015-01,2015-01-09,600000.SH,4010,123.80015390000001,120.138434,128.0060984,-2.9577668400620687,3.3973661320303097,X
85,2015-01,2015-01-12,600000.SH,4010,123.80015390000001,114.4060273,144.9116486,-7.588138062888149,17.052882435875542,X
86,2015-01,2015-01-13,600000.SH,4010,123.80015390000001,113.61268390000002,125.05275060000001,-8.228963922152273,1.011789291483262,X
87,2015-01,2015-01-14,600000.SH,4010,123.80015390000001,114.11644840000001,135.228253,-7.822046415081234,9.231086343584895,X
88,2015-01,2015-01-15,600000.SH,4010,123.80015390000001,107.38953740000001,127.62384009999998,-13.255731905838934,3.088595675808743,X
89,2015-01,2015-01-16,600000.SH,4010,123.80015390000001,123.5208925,133.357316,-0.22557435609133758,7.719830548611284,X
90,2015-01,2015-01-19,600000.SH,4010,123.80015390000001,109.81286680000001,131.52228159999999,-11.298279250362064,6.237575202238882,X
91,2015-01,2015-01-20,600000.SH,4010,123.80015390000001,110.0854752,136.54552280000001,-11.078078877897104,10.295115553971861,X
92,2015-01,2015-01-21,600000.SH,4010,123.80015390000001,111.439571,129.9092262,-9.984303339383821,4.934624156392098,X
93,2015-01,2015-01-22,600000.SH,4010,123.80015390000001,112.357339,122.9502845,-9.242973081635252,-0.686484930129006,X
94,2015-01,2015-01-23,600000.SH,4010,123.80015390000001,114.9504283,125.9418693,-7.148396283213354,1.7299779786461003,X
95,2015-01,2015-01-26,600000.SH,4010,123.80015390000001,122.4476597,135.6591302,-1.0924818406061847,9.579128883457697,X
96,2015-01,2015-01-27,600000.SH,4010,123.80015390000001,119.6961071,128.90912920000002,-3.3150579144797057,4.126792365804976,X
97,2015-01,2015-01-28,600000.SH,4010,123.80015390000001,125.17799369999999,129.9082237,1.112954836157094,4.933814383569999,X
98,2015-01,2015-01-29,600000.SH,4010,123.80015390000001,118.0769267,122.020496,-4.6229564501373455,-1.437524788085112,X
99,2015-01,2015-01-30,600000.SH,4010,123.80015390000001,135.944895,140.2659429,9.809956383260998,13.300297682424759,X
100,2015-01,2015-01-05,002500.SZ,4020,26.84629696,23.65864776,26.84629696,-11.873701630990224,0.0,KEEP
101,2015-01,2015-01-06,002500.SZ,4020,26.84629696,15.89508439,21.68819827,-40.79226489342984,-19.21344570420784,STOPSELL
102,2015-01,2015-01-07,002500.SZ,4020,26.84629696,25.25627372,28.06577249,-5.922691097282717,4.542434779057142,X
103,2015-01,2015-01-08,002500.SZ,4020,26.84629696,15.4338631,23.13655639,-42.51027200140157,-13.818444217939549,X
104,2015-01,2015-01-09,002500.SZ,4020,26.84629696,14.71108543,17.26268232,-45.20255269499931,-35.69808772613681,X
105,2015-01,2015-01-12,002500.SZ,4020,26.84629696,19.07143192,21.47862504,-28.96066094919633,-19.9940868120383,X
106,2015-01,2015-01-13,002500.SZ,4020,26.84629696,16.54774546,23.10114654,-38.36116211984268,-13.950342669531441,X
107,2015-01,2015-01-14,002500.SZ,4020,26.84629696,13.66074238,25.21938286,-49.11498446003929,-6.060106175626542,X
108,2015-01,2015-01-15,002500.SZ,4020,26.84629696,16.37291445,18.90345324,-39.01239163674959,-29.586366163775008,X
109,2015-01,2015-01-16,002500.SZ,4020,26.84629696,14.39941526,20.46213009,-46.363495563449206,-23.7804375013514,X
110,2015-01,2015-01-19,002500.SZ,4020,26.84629696,13.4035508,19.32335986,-50.072999565002206,-28.02225242166136,X
111,2015-01,2015-01-20,002500.SZ,4020,26.84629696,17.56023642,22.53120184,-34.58972592695332,-16.073334532614805,X
112,2015-01,2015-01-21,002500.SZ,4020,26.84629696,18.79467509,27.46849585,-29.99155482037848,2.3176339400813957,X
113,2015-01,2015-01-22,002500.SZ,4020,26.84629696,26.58483687,27.07669943,-0.973914914185617,0.858228121156868,X
114,2015-01,2015-01-23,002500.SZ,4020,26.84629696,16.36336373,17.20857419,-39.04796719495127,-35.89963556001729,X
115,2015-01,2015-01-26,002500.SZ,4020,26.84629696,17.12819955,20.94953993,-36.199023740516644,-21.964880440628185,X
116,2015-01,2015-01-27,002500.SZ,4020,26.84629696,18.10231101,23.93755784,-32.57054767377496,-10.834787100559584,X
117,2015-01,2015-01-28,002500.SZ,4020,26.84629696,18.23111455,19.75063707,-32.09076627155062,-26.43068390613526,X
118,2015-01,2015-01-29,002500.SZ,4020,26.84629696,17.45267498,20.95407775,-34.990382450123946,-21.947977476294746,X
119,2015-01,2015-01-30,002500.SZ,4020,26.84629696,22.24086389,22.79107498,-17.1548168332561,-15.10533086198864,X
120,2015-01,2015-01-05,601688.SH,4020,34.62916205,24.97305247,34.62916205,-27.884329300425563,0.0,KEEP
121,2015-01,2015-01-06,601688.SH,4020,34.62916205,21.28567458,30.93339947,-38.53251618024641,-10.672399680546116,STOPSELL
122,2015-01,2015-01-07,601688.SH,4020,34.62916205,24.16118311,28.28162701,-30.22879654115107,-18.330027826936682,X
123,2015-01,2015-01-08,601688.SH,4020,34.62916205,24.0925082,29.42653573,-30.427111793194538,-15.023829662664323,X
124,2015-01,2015-01-09,601688.SH,4020,34.62916205,25.52326963,26.81305619,-26.295445459674347,-22.570877830409405,X
125,2015-01,2015-01-12,601688.SH,4020,34.62916205,29.88294584,33.25061863,-13.705836148004618,-3.9808743220802247,X
126,2015-01,2015-01-13,601688.SH,4020,34.62916205,23.52872422,27.05697982,-32.05517307630029,-21.866489922761502,X
127,2015-01,2015-01-14,601688.SH,4020,34.62916205,24.93757142,29.69149788,-27.986789330930396,-14.25868798924633,X
128,2015-01,2015-01-15,601688.SH,4020,34.62916205,22.52945106,31.97094614,-34.94081367758652,-7.676235151638615,X
129,2015-01,2015-01-16,601688.SH,4020,34.62916205,23.56492326,25.63161821,-31.950639677693264,-25.98256298263503,X
130,2015-01,2015-01-19,601688.SH,4020,34.62916205,26.6715945,34.221005100000006,-22.979382344020642,-1.1786509572789146,X
131,2015-01,2015-01-20,601688.SH,4020,34.62916205,31.45962381,31.88851091,-9.152800854446312,-7.914286623634884,X
132,2015-01,2015-01-21,601688.SH,4020,34.62916205,24.53106807,30.42887274,-29.160665122129338,-12.12934146063173,X
133,2015-01,2015-01-22,601688.SH,4020,34.62916205,25.78884651,27.45505096,-25.528528606137613,-20.716964157670102,X
134,2015-01,2015-01-23,601688.SH,4020,34.62916205,27.93605104,30.02818929,-19.32796121470112,-13.286410896563977,X
135,2015-01,2015-01-26,601688.SH,4020,34.62916205,27.07245594,33.987862400000004,-21.82179891933018,-1.8519063472400523,X
136,2015-01,2015-01-27,601688.SH,4020,34.62916205,21.48483543,25.63483138,-37.957391521692905,-25.973284184622646,X
137,2015-01,2015-01-28,601688.SH,4020,34.62916205,25.95799345,30.59863653,-25.04007630181741,-11.639107854184989,X
138,2015-01,2015-01-29,601688.SH,4020,34.62916205,21.25361525,22.80942631,-38.62509517466074,-34.132318081892485,X
139,2015-01,2015-01-30,601688.SH,4020,34.62916205,23.15748009,29.54212005,-33.12722942425342,-14.69005225322799,X
140,2015-01,2015-01-05,600642.SH,55,86.23781482,74.51038739,86.23781482,-13.598938533493781,0.0,KEEP
141,2015-01,2015-01-06,600642.SH,55,86.23781482,49.23774018,52.85331529999999,-42.904698730166636,-38.712135261870735,STOPSELL
142,2015-01,2015-01-07,600642.SH,55,86.23781482,58.03892721,78.95620579999999,-32.69898207515829,-8.443638136238206,X
143,2015-01,2015-01-08,600642.SH,55,86.23781482,58.12916604,104.15759229999999,-32.59434256151992,20.77948927324176,X
144,2015-01,2015-01-09,600642.SH,55,86.23781482,48.66762067,66.28052028,-43.56580025644022,-23.142161685863545,X
145,2015-01,2015-01-12,600642.SH,55,86.23781482,53.35707045,63.55087889,-38.127988793118625,-26.307410475733107,X
146,2015-01,2015-01-13,600642.SH,55,86.23781482,73.47978324,78.83115376,-14.794010732564612,-8.588646495113025,X
147,2015-01,2015-01-14,600642.SH,55,86.23781482,58.12277413,82.93215353,-32.60175451880727,-3.833192314647292,X
148,2015-01,2015-01-15,600642.SH,55,86.23781482,68.89131572,68.97550569,-20.11472477150135,-20.01709941982038,X
149,2015-01,2015-01-16,600642.SH,55,86.23781482,55.55437803,77.85681213,-35.5800258321063,-9.718477569837852,X
150,2015-01,2015-01-19,600642.SH,55,86.23781482,63.18923897,75.88281707,-26.72676238157028,-12.007490880437404,X
151,2015-01,2015-01-20,600642.SH,55,86.23781482,56.73621739,57.77882607,-34.209583686202215,-33.000591224860074,X
152,2015-01,2015-01-21,600642.SH,55,86.23781482,53.88145896,58.03529817,-37.519916207913944,-32.70319025228752,X
153,2015-01,2015-01-22,600642.SH,55,86.23781482,76.35000240000001,89.67784589,-11.465750193970406,3.9890053767946383,X
154,2015-01,2015-01-23,600642.SH,55,86.23781482,60.16855678,70.36777038,-30.229497459337402,-18.402651404287983,X
155,2015-01,2015-01-26,600642.SH,55,86.23781482,67.54904648,83.26192233,-21.671198857494424,-3.4507976532237374,X
156,2015-01,2015-01-27,600642.SH,55,86.23781482,58.32717575,61.01565764,-32.36473364759592,-29.247212760022943,X
157,2015-01,2015-01-28,600642.SH,55,86.23781482,64.86644339,82.70603329,-24.78190278198424,-4.0953977525656455,X
158,2015-01,2015-01-29,600642.SH,55,86.23781482,45.95085676,55.43006667,-46.71611652508706,-35.72417531022036,X
159,2015-01,2015-01-30,600642.SH,55,86.23781482,58.63556167,69.00616722,-32.007134234109294,-19.981544796753933,X
160,2015-01,2015-01-05,000338.SZ,2010,132.32078700000002,112.8873452,132.32078700000002,-14.686612920462771,0.0,KEEP
161,2015-01,2015-01-06,000338.SZ,2010,132.32078700000002,112.7747434,127.3165291,-14.771710509853614,-3.7819136459640514,STOPSELL
162,2015-01,2015-01-07,000338.SZ,2010,132.32078700000002,105.53316799999999,146.766962,-20.244452596854664,10.917540114086519,X
163,2015-01,2015-01-08,000338.SZ,2010,132.32078700000002,117.97450400000001,131.81633349999998,-10.84204781823132,-0.38123526275583547,X
164,2015-01,2015-01-09,000338.SZ,2010,132.32078700000002,114.50673159999998,121.53890600000001,-13.462779207925992,-8.148289656106723,X
165,2015-01,2015-01-12,000338.SZ,2010,132.32078700000002,127.6639657,132.4729199,-3.5193422028241246,0.11497278957384796,X
166,2015-01,2015-01-13,000338.SZ,2010,132.32078700000002,110.67504779999999,134.2608368,-16.358532692221694,1.4661716000827356,X
167,2015-01,2015-01-14,000338.SZ,2010,132.32078700000002,109.67213670000001,123.4922189,-17.11647188132278,-6.672094612012868,X
168,2015-01,2015-01-15,000338.SZ,2010,132.32078700000002,116.31722659999998,137.3231215,-12.094517243160016,3.7804600572697535,X
169,2015-01,2015-01-16,000338.SZ,2010,132.32078700000002,123.9510275,125.57550819999999,-6.325354987497185,-5.097671312973702,X
170,2015-01,2015-01-19,000338.SZ,2010,132.32078700000002,122.9405848,127.8418989,-7.088986101631957,-3.384871116281994,X
171,2015-01,2015-01-20,000338.SZ,2010,132.32078700000002,105.59153719999999,122.7688784,-20.200340706861144,-7.21875135159226,X
172,2015-01,2015-01-21,000338.SZ,2010,132.32078700000002,129.505402,136.74705880000002,-2.127696686084568,3.345106918083849,X
173,2015-01,2015-01-22,000338.SZ,2010,132.32078700000002,127.13158529999998,140.46676230000003,-3.9216829174391474,6.156232504874689,X
174,2015-01,2015-01-23,000338.SZ,2010,132.32078700000002,115.03815490000001,117.629907,-13.061161811257978,-11.102473264461478,X
175,2015-01,2015-01-26,000338.SZ,2010,132.32078700000002,138.4668966,146.24589709999998,4.644855686960195,10.523750965900733,X
176,2015-01,2015-01-27,000338.SZ,2010,132.32078700000002,111.6836736,120.5810719,-15.596274680560974,-8.87216239123489,X
177,2015-01,2015-01-28,000338.SZ,2010,132.32078700000002,121.59813079999999,126.3943264,-8.103531155690625,-4.478858336899119,X
178,2015-01,2015-01-29,000338.SZ,2010,132.32078700000002,108.08425849999999,109.09050649999999,-18.31649361335799,-17.55603259826442,X
179,2015-01,2015-01-30,000338.SZ,2010,132.32078700000002,113.2642024,117.9170393,-14.401807177885074,-10.885476142157485,X
180,2015-01,2015-01-05,600011.SH,55,34.72095541,32.62027205,34.72095541,-6.050188813050306,0.0,KEEP
181,2015-01,2015-01-06,600011.SH,55,34.72095541,28.53289861,31.04344816,-17.822253814530047,-10.591607306234554,STOPSELL
182,2015-01,2015-01-07,600011.SH,55,34.72095541,32.06654708,39.8691609,-7.6449749111325005,14.8273727759152,X
183,2015-01,2015-01-08,600011.SH,55,34.72095541,34.83623673,46.547643,0.33202231516589803,34.06210298750531,X
184,2015-01,2015-01-09,600011.SH,55,34.72095541,31.88206969,32.34239916,-8.176289178904252,-6.8504919346630455,X
185,2015-01,2015-01-12,600011.SH,55,34.72095541,27.55491125,36.90980126,-20.63896017658577,6.30410604821545,X
186,2015-01,2015-01-13,600011.SH,55,34.72095541,32.94647601,34.90102971,-5.110687131290562,0.5186329059025196,X
187,2015-01,2015-01-14,600011.SH,55,34.72095541,39.66772956,40.42573914,14.247229350651086,16.43037659141418,X
188,2015-01,2015-01-15,600011.SH,55,34.72095541,30.44962374,36.07003287,-12.30188403389906,3.8854848435750364,X
189,2015-01,2015-01-16,600011.SH,55,34.72095541,36.4395969,40.04303358,4.949868083137508,15.328144364561993,X
190,2015-01,2015-01-19,600011.SH,55,34.72095541,34.67910602,38.03904115,-0.1205306406630444,9.556435590030905,X
191,2015-01,2015-01-20,600011.SH,55,34.72095541,30.01560804,33.90508870000001,-13.551894855533877,-2.3497818546923286,X
192,2015-01,2015-01-21,600011.SH,55,34.72095541,32.83490682,50.62956538,-5.4320181219921135,45.81846836339692,X
193,2015-01,2015-01-22,600011.SH,55,34.72095541,39.87874235,40.62807267,14.854968358717757,17.013118418678904,X
194,2015-01,2015-01-23,600011.SH,55,34.72095541,38.32221749,49.45482421,10.372013204921188,42.435090353984,X
195,2015-01,2015-01-26,600011.SH,55,34.72095541,38.35716379,40.57924225,10.47266222101922,16.872481678061053,X
196,2015-01,2015-01-27,600011.SH,55,34.72095541,32.73717182,33.20072023,-5.713505191820416,-4.378437062138436,X
197,2015-01,2015-01-28,600011.SH,55,34.72095541,33.15925791,40.2247789,-4.497852900528813,15.851589983652453,X
198,2015-01,2015-01-29,600011.SH,55,34.72095541,36.16864344,45.141865100000004,4.169493647006745,30.013314918744054,X
199,2015-01,2015-01-30,600011.SH,55,34.72095541,32.52864213,40.06278455,-6.314092610967126,15.385029233560488,X
200,2015-02,2015-02-02,002001.SZ,35,304.74114510000004,233.40407969999998,304.74114510000004,-23.40906915493508,0.0,KEEP
201,2015-02,2015-02-03,002001.SZ,35,304.74114510000004,250.4645994,259.3015102,-17.810704781000062,-14.910895896610596,STOPSELL
202,2015-02,2015-02-04,002001.SZ,35,304.74114510000004,236.2204684,266.0530299,-22.48487865907151,-12.695402580870601,X
203,2015-02,2015-02-05,002001.SZ,35,304.74114510000004,286.0475467,355.3502215,-6.13425482596575,16.607234439377294,X
204,2015-02,2015-02-06,002001.SZ,35,304.74114510000004,226.42699069999998,331.39882650000004,-25.69858243930319,8.747647578489065,X
205,2015-02,2015-02-09,002001.SZ,35,304.74114510000004,246.8764996,283.32390330000004,-18.988130231318753,-7.028011197166036,X
206,2015-02,2015-02-10,002001.SZ,35,304.74114510000004,237.6567899,285.1708187,-22.01355356133038,-6.421950798136597,X
207,2015-02,2015-02-11,002001.SZ,35,304.74114510000004,215.6073634,224.2507616,-29.24901449417046,-26.412706257170264,X
208,2015-02,2015-02-12,002001.SZ,35,304.74114510000004,222.6980899,284.2099266,-26.9222113650186,-6.737264996908361,X
209,2015-02,2015-02-13,002001.SZ,35,304.74114510000004,257.0923606,309.7120189,-15.635822489399716,1.631179077695188,X
210,2015-02,2015-02-16,002001.SZ,35,304.74114510000004,237.7758463,382.3111433,-21.9744855188575,25.45438955233485,X
211,2015-02,2015-02-17,002001.SZ,35,304.74114510000004,224.83436880000002,346.0435241,-26.221197099518285,13.553266325899871,X
212,2015-02,2015-02-25,002001.SZ,35,304.74114510000004,250.6567781,269.5344002,-17.74764184936445,-11.553000133423742,X
213,2015-02,2015-02-26,002001.SZ,35,304.74114510000004,305.1098748,363.4503786,0.12099767488862147,19.265279547576252,X
214,2015-02,2015-02-27,002001.SZ,35,304.74114510000004,273.4501128,307.6814392,-10.268069410099502,0.9648497248493012,X
215,2015-02,2015-02-02,601607.SH,35,251.74031969999996,149.5495194,251.74031969999996,-40.59373580751036,0.0,KEEP
216,2015-02,2015-02-03,601607.SH,35,251.74031969999996,185.5896891,211.38768599999997,-26.277328430674903,-16.02946788503661,STOPSELL
217,2015-02,2015-02-04,601607.SH,35,251.74031969999996,152.39887209999998,220.07700419999998,-39.46187393357791,-12.577768844392226,X
218,2015-02,2015-02-05,601607.SH,35,251.74031969999996,189.81005430000002,204.2602786,-24.600852765183784,-18.860721697891755,X
219,2015-02,2015-02-06,601607.SH,35,251.74031969999996,201.26097959999998,211.3695905,-20.05214745105449,-16.036656046242392,X
